id,score,y
3413,0.9105392447837855,1
1899,0.8502165964546669,1
2354,0.008769038827332782,0
8510,0.6917299030191497,1
23743,0.1835420860526087,0
37872,0.03813979675255634,0
40914,0.9250999088599019,1
26206,0.4368441144515553,0
22042,0.046004964718772474,0
5425,0.03659506412325778,0
24032,0.00930472131394629,0
6051,0.0019129714602139324,0
31736,0.6423123917646397,1
31114,0.9110836313149051,1
8981,0.949595290317445,1
44119,0.8963239652701307,1
43867,0.3869625472662136,0
39518,0.9207549054438441,1
15480,0.09826312937842928,0
23707,0.008765692185791055,0
43972,0.994461587182543,1
14898,0.015126572875809234,0
22581,0.052523905202015074,0
26816,0.3291976136714662,0
30127,0.14284609934784867,0
11598,0.058035087417196096,0
1368,0.041222276226109446,0
15302,0.03182160168085559,0
22500,0.05415365046699457,0
3516,0.028350003786594444,0
11172,0.09669081435563459,0
11655,0.016636131065966193,0
21314,0.06935817676049115,0
19941,0.2712876537915038,0
42191,0.9482870179311111,1
25472,0.6310602726483968,1
35986,0.43193859564272413,0
25539,0.5445029740633145,1
32071,0.5581595508415067,1
43192,0.9668308658550316,1
21271,0.06157762776534746,0
7030,0.00820800258111962,0
3147,0.0067342547543837224,0
41163,0.5467441356302737,1
42024,0.9641197520517487,1
616,0.20298153728839374,0
27056,0.20477680914763763,0
4161,0.5342303161981719,1
20590,0.6390883128499414,1
33856,0.38686034779591016,0
14405,0.037778181089186735,0
18893,0.26731120993472474,0
31612,0.9189215967075611,1
29853,0.1383480489950002,0
33617,0.7889266660236418,1
27401,0.13998316960901985,0
12507,0.09055722376235627,0
6208,0.08582203744582487,0
10470,0.14196958652474748,0
36102,0.010779916813826725,0
2619,0.17292971291179549,0
28894,0.2666925007720826,0
29031,0.22107502786648522,0
12989,0.3365696862313327,0
34657,0.6867110153075776,1
21787,0.9945509184318532,1
29701,0.26371523434524374,0
35525,0.8718322535302724,1
34742,0.6138713915046249,1
22961,0.02062348858487684,0
29761,0.14542116947422432,0
12449,0.24847802931342428,0
40213,0.2251229890289244,0
2660,0.07101496755547024,0
25659,0.2692221017035614,0
41436,0.963891813804526,1
3379,0.08695444839870262,0
18725,0.014585753394161304,0
2134,0.0181870065727105,0
41293,0.43432443984948094,0
41134,0.8710460948549196,1
4727,0.04387723903069618,0
17222,0.09325202808350265,0
22064,0.11232782777477862,0
23725,0.00125922584006494,0
218,0.08929941025956749,0
14406,0.7559367385490067,1
11786,0.017810984960791264,0
13972,0.9170902258806362,1
28974,0.13334599710329764,0
38154,0.03984924157922576,0
17161,0.005144988252334933,0
285,0.09331759129950787,0
8488,0.4205525159487325,0
26651,0.29926896924659535,0
6574,0.023107517154628724,0
4169,0.8241278944087931,1
20901,0.3667995933213825,0
32662,0.9931800819264303,1
27963,0.7213262698468592,1
28357,0.06132960762123661,0
34136,0.5610025712624289,1
39262,0.0381991305370143,0
10473,0.5321334780173081,1
40237,0.06957526277501994,0
40607,0.9763885773732645,1
37070,0.09753957553248786,0
9625,0.07699728593762652,0
44920,0.8137414769423271,1
17602,0.047083475162721905,0
43358,0.5421709258580214,1
31999,0.9803994147869476,1
32245,0.022252786557895612,0
19583,0.09086052849748576,0
35391,0.040676514420105093,0
37213,0.3609042551765077,0
19020,0.4719810757866962,0
4389,0.010602198601188158,0
16314,0.0711215195892021,0
5810,0.015050179726779614,0
18006,0.8908265622491485,1
23081,0.03653758059034145,0
16031,0.611478056242075,1
19397,0.9252202689005253,1
26526,0.24087787988806003,0
39722,0.7158846930022941,1
11379,0.01607824372642326,0
14903,0.017350307573244104,0
23485,0.037715351246977676,0
7645,0.035607749776318906,0
32381,0.3577291184283843,0
41066,0.36351179088148916,0
40612,0.7670919015827294,1
33874,0.9370762902303614,1
9142,0.7867408628622261,1
35303,0.11031466879676015,0
43537,0.457343738621486,0
21974,0.0909872788753545,0
39842,0.2203893958199711,0
1523,0.07832762258948807,0
36058,0.15396910640373937,0
28583,0.272802955519005,0
36275,0.027317550235586383,0
2729,0.007627686324710343,0
31118,0.9347821322088756,1
42422,0.3108733077436038,0
20143,0.3382073667949677,0
43855,0.02155995561004476,0
9879,0.038662786648664724,0
2483,0.966591364833681,1
38699,0.01698498926860665,0
40730,0.917702297485013,1
9072,0.02853019594269285,0
39302,0.2093179847510368,0
38509,0.8046505605749538,1
41227,0.3004594448617903,0
34395,0.7180641270190115,1
26945,0.7655982562320806,1
12509,0.28475301781577395,0
14973,0.03512501435733082,0
34436,0.5256624953989141,1
22616,0.13507261207444718,0
9477,0.0826074081173449,0
15024,0.19040487887192584,0
5297,0.8427399577518858,1
1072,0.010841360227211144,0
44654,0.9764833861813772,1
37910,0.12632866427693654,0
13669,0.9163838249451877,1
33414,0.7618574729611879,1
33588,0.03269676974025332,0
42157,0.7208124939505731,1
8023,0.8630159011119691,1
44266,0.8123031542463074,1
14911,0.12727928974649533,0
23182,0.0007259311149616793,0
16820,0.046771051094281674,0
12977,0.2853282587077223,0
42063,0.7376521867918269,1
28703,0.5882907983253861,1
2264,0.007183068124926551,0
38434,0.8390058716402188,1
28836,0.7479162007640833,1
43501,0.987184910758863,1
12383,0.06729379403234445,0
37884,0.17137873709970045,0
27944,0.9150430906939889,1
42785,0.6175148491644885,1
24141,0.827800067989034,1
27709,0.42943749632507106,0
27720,0.13029339712549307,0
13061,0.10826074690006646,0
8278,0.060080168759890445,0
1947,0.011488790179098598,0
21021,0.9170110354275758,1
33606,0.19675917140511973,0
34325,0.7697423188661232,1
36567,0.49435748793904466,0
27918,0.13442448952345895,0
40439,0.3812271857358823,0
18150,0.04135773366666015,0
7547,0.011013996349543849,0
43188,0.44619343052940025,0
41847,0.7113566521480758,1
19927,0.10238354869930633,0
34684,0.42940091318295953,0
22789,0.011693117483998228,0
36834,0.9208123102011213,1
29215,0.7014269199070076,1
11556,0.01439839991762367,0
18232,0.00012244773070565899,0
17818,0.014149949004184944,0
31985,0.6196743626851816,1
7723,0.009454398051815362,0
27898,0.06370261720554493,0
42829,0.13052532579092677,0
6570,0.007978372791865187,0
21619,0.004166184834857425,0
5433,0.03580904174931235,0
21234,0.2387717521977902,0
27920,0.5562629296810416,1
2617,0.02498756628522166,0
29173,0.27566522361232776,0
32557,0.9473491756693928,1
39269,0.6181720016710012,1
42869,0.9573414721073942,1
2686,0.0054560948615967955,0
19876,0.09415021218441252,0
7128,0.6034336025703767,1
3870,0.31453932831824105,0
43600,0.9680200783258923,1
6550,0.00817290934601224,0
520,0.13189079628729425,0
8567,0.12799228798645892,0
30108,0.2702468297497334,0
31599,0.33330021446395885,0
24789,0.09056463838192275,0
13294,0.09690237360237113,0
18805,0.00722517045648698,0
23067,0.004724745236306525,0
8577,0.03605408808762667,0
4555,0.025876290828111867,0
22767,0.377234549271728,0
34512,0.021733750725490907,0
32178,0.7815035490841186,1
29115,0.03423271901296801,0
4879,0.005347831379957385,0
38003,0.6568440061114397,1
28861,0.05727225645726129,0
9085,0.030338428647904394,0
17765,0.014238581918849594,0
9310,0.02564945485370543,0
38539,0.1157906664819417,0
39516,0.9747231115519177,1
29987,0.36644481054620504,0
5316,0.08015819620369356,0
12475,0.029689500263865593,0
6650,0.006679578050816099,0
30101,0.7371001442276823,1
21910,0.027818986931438583,0
35607,0.5269067168479631,1
35750,0.10370803285989863,0
27514,0.22025947897048825,0
23178,0.04776669120364531,0
22242,0.13959754186056295,0
37635,0.15672166573039892,0
5180,0.004286083792341408,0
16514,0.3345443595885817,0
35453,0.9307677742502676,1
10289,0.055556158852964645,0
27850,0.23917858106582712,0
14879,0.06074824961973472,0
36203,0.10221472810066586,0
20817,0.017921011064713006,0
14530,0.6080717506446751,1
1135,0.014123321083181055,0
6506,0.013919574407430755,0
36184,0.044867921163665704,0
38135,0.07259231603284902,0
27433,0.9105624155858637,1
23786,0.020408048567448017,0
39669,0.20024083057388695,0
2990,0.016275847538467753,0
381,0.06239552310341132,0
24569,0.8902661225877685,1
25665,0.2718789674556416,0
33959,0.853008400647354,1
9277,0.84516528872957,1
123,0.007133860845816535,0
36023,0.002931522910888353,0
33541,0.04965022502380056,0
13849,0.974794432436515,1
24729,0.8660616541587679,1
20617,0.9446575563104856,1
14392,0.16226264384252528,0
908,0.059797892233939644,0
26403,0.5147575910488053,1
12318,0.17533413561366926,0
2655,0.06397220303275915,0
35879,0.07308991405804446,0
28573,0.36267796256552703,0
44881,0.8480187472657325,1
30166,0.7242809042585182,1
12450,0.009295289490211578,0
14499,0.14534282830752387,0
14720,0.046697134953454005,0
29693,0.12043837230047306,0
22067,0.9967283003934824,1
34256,0.07264357344997471,0
17432,0.03810895444536949,0
14623,0.892487517700415,1
14754,0.02762002530615631,0
14838,0.1900672005619214,0
31334,0.9944798634806898,1
27465,0.26069238806675094,0
17399,0.7936627690006087,1
21006,0.41636034118767334,0
43923,0.8855471091610704,1
23755,0.021344476131894698,0
36317,0.02419074836481674,0
33649,0.4916096166006343,0
440,0.04832047265306583,0
39075,0.04683203617049646,0
38074,0.0678730544957121,0
6980,0.2608410399359888,0
32583,0.6743937534301544,1
31439,0.945874398847011,1
31242,0.877389640715622,1
42769,0.44002582638385246,0
378,0.11303063090861781,0
6986,0.987006230097926,1
3598,0.9100192110024061,1
687,0.027571756535151898,0
4409,0.22801408162272963,0
32116,0.9873829907505616,1
24135,0.4740509631757987,0
29574,0.2909844818468414,0
43705,0.9731030121973714,1
42308,0.6729670173050831,1
12463,0.007636410969375343,0
3639,0.3671500875580248,0
35170,0.23477899245052944,0
17404,0.18456977829575447,0
3876,0.9863676557843548,1
36145,0.06987867181377358,0
13311,0.0014849121849726528,0
38068,0.031903431372007636,0
17638,0.005413763788034243,0
13623,0.9529705237254366,1
11500,0.17171928175806447,0
27172,0.6912357829016509,1
37769,0.18513837779416903,0
10888,0.014352321725598721,0
45149,0.97032497778278,1
1163,0.11641957738372158,0
41367,0.13586807103497883,0
36380,0.5817481676215944,1
7569,0.06678100908484497,0
7268,0.9811596640846205,1
41918,0.6397661773658027,1
44617,0.009870411097134827,0
42592,0.020290870647263336,0
38157,0.017107062851151128,0
21121,0.14531512882811887,0
10690,0.020967028933095076,0
20437,0.05381783981676103,0
18399,0.1177285691025798,0
31103,0.9583164002422595,1
5107,0.0018034827112352592,0
29805,0.29344348479496735,0
17850,0.09212765865802477,0
10203,0.04310705831066183,0
34565,0.8218562482057115,1
26938,0.22280264074485112,0
7878,0.029724847331825448,0
19393,0.7502260001522005,1
5362,0.009902756806412914,0
26096,0.39284416579906023,0
43775,0.9674887021521997,1
27066,0.31304181429961364,0
39761,0.9154885049636569,1
11826,0.9081028025484303,1
26424,0.08152231122610293,0
25180,0.1402096500514009,0
13520,0.02710119258153492,0
1772,0.0018882467003185916,0
5678,0.012861781234193122,0
6638,0.7168785850266417,1
32951,0.5859686893352672,1
44635,0.9697180879268172,1
34681,0.8652518796151702,1
1933,0.15013260056622363,0
12618,0.011457214350268632,0
18436,0.058917458260027665,0
18816,0.0006533964304847062,0
572,0.012047564148671846,0
25856,0.15048960912924772,0
38267,0.023923274211639586,0
20638,0.9911569365285736,1
6415,0.5058158622321088,1
19980,0.8228318318874728,1
38256,0.40388490190293364,0
36298,0.014745311703472336,0
13275,0.07580470527258212,0
2545,0.8296364229360133,1
44667,0.7095916457244001,1
24839,0.9922734892354694,1
34711,0.6755779398253866,1
2440,0.03666231501003293,0
14313,0.24407292121370827,0
27508,0.5909779223302041,1
24615,0.09881177730160638,0
39213,0.2311985181932778,0
25439,0.9755271178331011,1
23646,0.0018958500407325277,0
34629,0.1124319435183086,0
20977,0.1392729993833192,0
28881,0.9892356852549637,1
14152,0.9857972362366922,1
12269,0.7616060776071556,1
33913,0.8932777690822074,1
16748,0.1700998682788297,0
6712,0.02930349178095606,0
22348,0.03329054442274718,0
5309,0.5939623059939311,1
2168,0.8376937699844523,1
4109,0.028234112672667483,0
18388,0.01629841546641265,0
41210,0.9199970596409976,1
32768,0.1740367183317736,0
42939,0.8110889264300175,1
17008,0.03754959965249747,0
31991,0.44951033850135746,0
3691,0.14457926362048312,0
12050,0.0020592801403884033,0
2831,0.9896506101724619,1
1668,0.00840439411869653,0
44749,0.9403510388011634,1
18576,0.08113454600142507,0
21669,0.6054317678027679,1
22136,0.035626388197893155,0
37834,0.12729656920611584,0
18434,0.023203820233206218,0
37476,0.040410784882383845,0
4600,0.012404891657211247,0
36925,0.15312171973509572,0
7355,0.02038181206107985,0
3304,0.0051412973883932815,0
17707,0.04329408582741261,0
34242,0.05926383100416101,0
15066,0.20764441801287728,0
44355,0.8997244034799627,1
13790,0.9717670100812748,1
25009,0.09667092211845045,0
20096,0.32548975896183746,0
23252,0.032949027655274646,0
42914,0.8473799988527486,1
38439,0.21728963563076942,0
33389,0.12382112161025242,0
35196,0.03586063760908211,0
29210,0.8086996025564491,1
37526,0.024400509809572795,0
80,0.0768812788319829,0
26734,0.6571211462356744,1
38260,0.8730029246803924,1
25083,0.36435400827113706,0
45036,0.7860899640674818,1
38700,0.971965718097397,1
34549,0.5575966542704662,1
39292,0.01972578935166799,0
11851,0.019344392256948752,0
23298,0.001687057919402907,0
30808,0.010671757956810267,0
44109,0.6579260335761309,1
23663,0.017713767987506446,0
10745,0.0207688512080267,0
10834,0.03309590026756375,0
6234,0.05772899917014457,0
26242,0.18264606801665326,0
37393,0.6021072045408379,1
16881,0.9821788209933722,1
29897,0.320695478945757,0
13089,0.7870681817402135,1
32659,0.13182456596598782,0
7205,0.26604188546929536,0
44126,0.022182232309522775,0
35740,0.10780860544838394,0
21339,0.5092536195719036,1
34433,0.5679302369647891,1
21213,0.16941823253059124,0
2345,0.008163669424095387,0
29757,0.2423560846459478,0
18091,0.9720493075931528,1
34661,0.2570984115654265,0
40278,0.4747719312453716,0
44863,0.9759610302859151,1
2575,0.03300417787784449,0
41585,0.9962163595427996,1
16048,0.028180853974301166,0
3963,0.02624128155767238,0
2314,0.08689840735313525,0
18505,0.024686290719902488,0
38167,0.29840836000509036,0
2748,0.14001731236058831,0
45061,0.15323846533149577,0
3560,0.021364941470874844,0
35745,0.5452003238727486,1
43719,0.9404082798466761,1
12982,0.0668806386488697,0
44086,0.02062940052768743,0
28074,0.11316685946862474,0
37253,0.04845501911140244,0
39696,0.8801507740508704,1
35422,0.8668156017502381,1
16943,0.04877951008796962,0
39388,0.29741676223004987,0
26236,0.18847437971044415,0
3268,0.03371711667559698,0
43718,0.07559614297603917,0
26168,0.47754551064686507,0
22630,0.09704660584190586,0
34975,0.35450501633742476,0
33122,0.9009289511718844,1
202,0.4123527812130537,0
33668,0.013184492754025655,0
2775,0.017364362918908218,0
24342,0.5107001209145852,1
25418,0.9860686852433389,1
460,0.08628289247079195,0
15799,0.25706006169400825,0
22057,0.44135673586907354,0
111,0.1202399792279539,0
9493,0.1258685541717549,0
13511,0.07539592229851215,0
8331,0.00390241834123135,0
6314,0.039073678796883296,0
32232,0.6930663947864913,1
33931,0.9898878426183654,1
33682,0.053199420647072525,0
2507,0.9636964312731223,1
2752,0.006222454087032683,0
523,0.07918604324047408,0
8277,0.05856137120607366,0
3995,0.9306960454961314,1
38076,0.00816558651248346,0
41852,0.42333971043759355,0
18504,0.04080751154205296,0
11046,0.20559803192389672,0
29445,0.05724711705139291,0
10246,0.000294913485883083,0
17324,0.060925326708491226,0
15520,0.36128879018793175,0
26975,0.7600909850871895,1
21029,0.9923230895767661,1
34790,0.10006620316906303,0
27705,0.37726740836290706,0
24029,0.01822993058554269,0
38711,0.032688649539432894,0
14937,0.07222924284585273,0
21857,0.14542397087454775,0
10879,0.0285330566032918,0
23227,0.08604786070528915,0
38832,0.9155214797466434,1
29292,0.3687902847180803,0
42673,0.9905154432880211,1
19632,0.018560562923666202,0
21291,0.007424004216379857,0
21971,0.15759041071563468,0
30991,0.5563302536770832,1
39266,0.021972942649117724,0
33421,0.2531256069341363,0
36347,0.25499143165149524,0
13457,0.05127474977426803,0
25124,0.17440009086049818,0
30326,0.8837614077761372,1
6481,0.05922664507322299,0
9443,0.02148530702657,0
19257,0.23017190031499862,0
39466,0.7372507866226703,1
10456,0.001807690354530262,0
25315,0.30053538337525965,0
34390,0.6414982732237893,1
34088,0.7601985135902738,1
6871,0.9697692374780559,1
31447,0.7334513167640621,1
7880,0.15912130945765374,0
16714,0.04882396544980133,0
42022,0.7636646080906582,1
37926,0.11080611812492328,0
10900,0.13722231535795745,0
27540,0.10609648861090118,0
21780,0.17961074947287503,0
36476,0.01541304167819903,0
41138,0.2017580551357208,0
32788,0.8136227585767823,1
17171,0.0238932916721522,0
1886,0.09128107137612278,0
22621,0.12529565550562155,0
34609,0.5096817010479456,1
11121,0.9746986845920899,1
622,0.018694495246356663,0
37722,0.6445802499424034,1
17379,0.01008666481359203,0
7215,0.056549713737090744,0
1781,0.06197740232770098,0
29441,0.7269405428050218,1
25146,0.12447251131030691,0
12392,0.0035959959227743125,0
6525,0.036841383169359004,0
1578,0.009724808499739628,0
26993,0.856741498068886,1
43025,0.9196064803712833,1
9796,0.06587307578504834,0
19372,0.26641888100680505,0
20159,0.01711545475957056,0
4702,0.017771602133134255,0
26621,0.035225252908717454,0
22400,0.034285840996793396,0
22834,0.5951841834821541,1
6711,0.740300252034662,1
10409,0.039769609899534805,0
35346,0.09960274514667754,0
5756,0.09940639616386776,0
19809,0.16036423588562174,0
2197,0.024881449861971085,0
29177,0.32636695681319605,0
12999,0.298038746608531,0
4073,0.05626569238976652,0
16490,0.4106617231861723,0
40364,0.07850642731458085,0
14526,0.10461340485770357,0
43635,0.9199716725532021,1
5202,0.1839700686187382,0
16875,0.31188542031121924,0
37971,0.02202475698263628,0
42603,0.9868838149628294,1
13542,0.42081106985488176,0
12852,0.062140109904128125,0
37830,0.1633856740458968,0
24607,0.42797578888924503,0
35242,0.2839572259396218,0
36875,0.17103148666258827,0
12866,0.9611212196884075,1
25720,0.08425366732507548,0
10789,0.02153262990193106,0
19375,0.04188969518005598,0
741,0.17062581018443518,0
5696,0.7991116983259255,1
5519,0.795411970088308,1
22852,0.021799220112417295,0
17881,0.002086493877850484,0
2505,0.2864498224581209,0
22510,0.24537383850774427,0
10021,0.883566374523301,1
37925,0.8113146546118218,1
4980,0.9460142718722085,1
19504,0.061028879390585884,0
14789,0.04861316393430711,0
35901,0.370262698891518,0
9847,0.017970462242112583,0
42833,0.829129574854772,1
987,0.6673845126642864,1
20818,0.3739147046262277,0
42433,0.535856822878568,1
12174,0.0061813191802867025,0
10894,0.011270303363728544,0
44008,0.8512193791917665,1
44870,0.9056749500026463,1
12035,0.007600946177822169,0
22193,0.29144007254957016,0
4335,0.017436689618273812,0
17990,0.09317886637930634,0
32186,0.041499131627504966,0
37950,0.0692237874446333,0
22690,0.8446238029031308,1
37465,0.429224894537209,0
3496,0.3417320706135641,0
3719,0.046245327946265076,0
6239,0.15031102444738173,0
31588,0.5133681111264938,1
41722,0.8487886643787461,1
43047,0.9896882460434672,1
45051,0.5038157321484925,1
33637,0.46818426053860146,0
26029,0.605151999697459,1
16771,0.021465357067317642,0
20102,0.19338199363420516,0
8904,0.13045754047177782,0
13036,0.5537674014487515,1
2683,0.03558645301227976,0
33240,0.5649709960632747,1
44003,0.018821505750441253,0
13976,0.28791297187297743,0
7388,0.0050386467045855044,0
15376,0.08134527969290117,0
23915,0.1415533288197095,0
14384,0.9868535893222666,1
1339,0.02481695605114009,0
26293,0.0637713459054888,0
16300,0.04586845868508053,0
40147,0.6652330845204053,1
30681,0.09720035011838735,0
12733,0.14357626236699486,0
23265,0.9127172821018884,1
35924,0.046571207151184534,0
14725,0.045023704367021286,0
21903,0.11821281953307679,0
22979,0.004786253469691724,0
17150,0.014436947860331876,0
32961,0.11313026231721679,0
41745,0.5762794344509288,1
39470,0.8804626637236418,1
6725,0.9576135881437741,1
21325,0.9508040132912998,1
9564,0.22578094259313602,0
3920,0.09408465062370176,0
22514,0.8043065062697116,1
37449,0.9564776106188179,1
16819,0.7972609753711111,1
43369,0.9743711858542378,1
14878,0.9446223916977949,1
30646,0.10642209526576019,0
24053,0.858323412596878,1
33581,0.11879589453941632,0
5918,0.5696830640268565,1
1717,0.07482064290999867,0
41049,0.9560381101568124,1
44788,0.9643942090992403,1
22516,0.06807900404019818,0
43987,0.005873116016044335,0
7562,0.12536663548668547,0
14693,0.13934093383887955,0
29479,0.27670701880803356,0
24300,0.09385411375458988,0
1234,0.02798074065622965,0
40478,0.5421981954820199,1
21997,0.3263517666070874,0
34555,0.06599175309928605,0
2379,0.03557576184687938,0
24313,0.4361278826739054,0
3856,0.3696324882471298,0
35212,0.08964010237559508,0
31008,0.05053369456192302,0
22115,0.02675187694685195,0
38726,0.15898893810116754,0
24312,0.32838798724541235,0
28996,0.0675323117202955,0
28743,0.17362969009486334,0
18746,0.04395085669507117,0
1860,0.9433183244269526,1
1119,0.021733344456165066,0
17363,0.03982512399231984,0
15118,0.13256756678749979,0
14076,0.5216500520509234,1
20455,0.17826708801471955,0
12385,0.021567146967211952,0
37114,0.006733797595117943,0
12593,0.009453022482831383,0
33767,0.9406070436815096,1
3571,0.902118870828259,1
17061,0.8753883908081227,1
12092,0.02159285867212496,0
2911,0.004821106104615201,0
29650,0.8448350357769258,1
21001,0.035815454359802275,0
39027,0.07179703976631394,0
20319,0.09257891102983014,0
32131,0.3954018103488507,0
9902,0.04924243622656999,0
40077,0.40364512479870285,0
23785,0.02960141811231301,0
26572,0.19938589366686607,0
35797,0.2443086186978691,0
11692,0.9151889258251048,1
2213,0.027296328204606684,0
8808,0.008357805733974526,0
3692,0.1578858958570066,0
44626,0.8820733583114871,1
40073,0.16405713524138865,0
29369,0.28016431481440934,0
22281,0.00949027521779062,0
32665,0.1147548187831669,0
40987,0.8600189403150933,1
18300,0.16580174981824966,0
17769,0.04855272739391312,0
39155,0.30895061757593734,0
29857,0.048764135411195376,0
41897,0.569418493303231,1
21618,0.18687357156820186,0
17848,0.04713239365052787,0
38787,0.02763257036647251,0
40993,0.35047055926951265,0
36367,0.1703900654793906,0
216,0.46423968222242395,0
30129,0.18884736101461846,0
32251,0.36962675351687363,0
37652,0.7702766233682182,1
18677,0.033231688593242534,0
43792,0.9657831550078131,1
37594,0.01298578944391472,0
22748,0.06624903083728009,0
38013,0.6792597956337189,1
41758,0.5763887615081287,1
8829,0.018026411243613438,0
44511,0.6554564164684344,1
26638,0.07591281733709421,0
3397,0.0019356817098737592,0
15042,0.0048344946599271675,0
26027,0.8793427688885221,1
29425,0.8944577837979517,1
37111,0.5225395158770368,1
44296,0.986702573035864,1
12575,0.23891386218293464,0
44032,0.8655285043571743,1
7116,0.032117077593739836,0
12248,0.016315556874095843,0
13661,0.039948670923746106,0
35030,0.9143905864071259,1
23410,0.8797943772070095,1
24574,0.8628140628750935,1
19929,0.9352874910438435,1
15428,0.26763573758206355,0
34610,0.1956578976054187,0
5266,0.09781933900666975,0
24404,0.15428039884565634,0
33169,0.6169303865880457,1
32426,0.9480744671837638,1
35642,0.14547155649384558,0
964,0.07340215925176685,0
34301,0.30392430529831166,0
42727,0.9254862726541043,1
797,0.07185009323353174,0
26477,0.22785506714147089,0
22626,0.4380005526161252,0
8092,0.06434940753263145,0
7263,0.5980045451972978,1
4552,0.27511674639711886,0
18544,0.09657463192576615,0
41777,0.7422410764233323,1
21407,0.25352184169868014,0
15465,0.030893739042632748,0
9772,0.009803176925057605,0
9019,0.018293995806790996,0
25272,0.27857542740487307,0
41876,0.25800366785196893,0
8735,0.024536888266123994,0
34672,0.24929538304533921,0
34722,0.28704782105565335,0
25038,0.30203462994592417,0
26556,0.06924233332984385,0
107,0.01818325491650983,0
43123,0.6647167106583467,1
35753,0.29448841071244447,0
5737,0.09280352539468323,0
20955,0.11130700264790826,0
29324,0.902636619168603,1
14030,0.8389634448880032,1
12973,0.11186359511891131,0
44582,0.9316890816558835,1
23117,0.4146509297752932,0
8328,0.9485108093802653,1
21717,0.7532535393072755,1
17875,0.12096578377177554,0
22098,0.20894519474927925,0
39058,0.9095136373783034,1
38401,0.7125974303062117,1
25911,0.9866566999170185,1
19945,0.6394880964150395,1
37311,0.22436036260207637,0
1218,0.0096104922068874,0
28638,0.8273222407460861,1
8702,0.013831224531479912,0
37554,0.34690890520014617,0
23600,0.013253885940588227,0
34733,0.06292361853800325,0
45055,0.925896681563908,1
5967,0.07349281566724133,0
37960,0.039271958331592034,0
8368,0.07636246695515939,0
44384,0.7446745155766018,1
34830,0.7154762234865717,1
18681,0.02078953491091462,0
44149,0.9746139433241169,1
26382,0.580861835025012,1
7755,0.050063400466208566,0
9951,0.02363804890268938,0
13597,0.6441201316611237,1
17076,0.0548235231094337,0
13208,0.43609274318210833,0
20612,0.2371104548910289,0
26269,0.905778992534937,1
17889,0.04271789670246588,0
14959,0.04101838788393784,0
27253,0.8124980918250886,1
33042,0.2802240386254376,0
16795,0.02058508087212764,0
26253,0.20821454400303865,0
5164,0.10086105918547596,0
14823,0.052156742574244894,0
6628,0.05829729884692589,0
43428,0.3136851944864063,0
29517,0.829109350142426,1
2406,0.04426364064746081,0
5302,0.8767691420413648,1
7911,0.047315723357399274,0
35919,0.13613723808534234,0
37029,0.0949320895940422,0
26259,0.0484297619145949,0
36720,0.01754240354175244,0
